Granja,FechaFin,Gen,Talla,Biomasa,Num
Tocha Sole,2024-12-31,24 2SG,e.400 - 500,4514.500981293481,9055.0
Tocha Sole,2024-12-31,24 2SG,e.400 - 500,623.2076873212228,1458.0
Couso i+d,2024-12-31,24 2SG,e.400 - 500,4.937115654695258,10.0
Hafnir_P,2024-12-31,24 3SG,c.200 - 300,57.768009149760765,273.0
Anglet_P,2024-12-31,24 2SG,e.400 - 500,1594.131462604649,3470.0
Anglet_P,2024-12-31,24 2SG,e.400 - 500,286.4639542452689,586.0
Anglet_P,2024-12-31,24 2SG,c.200 - 300,499.84355345136623,1738.0
Cervo Sole,2024-12-31,24 3SG,c.200 - 300,0.2345676010955351,1.0
Hafnir_P,2024-12-31,24 3SG,b.100 - 200,999.8891830095442,6010.0
Hafnir_P,2024-12-31,24 4SG,b.100 - 200,0.1072929308985464,1.0
Tocha Sole,2024-12-31,24 4SG,b.100 - 200,0.1068293105069939,1.0
Anglet_P,2025-01-31,23 6SG,g.600 - 800,1330.7893627602316,1971.0
Hafnir_P,2025-01-31,23 6SG,g.600 - 800,5113.235259700204,6738.0
Hafnir_P,2025-01-31,23 6SG,g.600 - 800,4779.46208800815,6253.0
Hafnir_P,2025-01-31,23 6SG,g.600 - 800,3607.0541957935698,4901.0
Hafnir_P,2025-01-31,23 6SG,h.800 - 10000,999.4249494216772,1192.0
Tocha Sole,2025-01-31,24 3SG,d.300 - 400,3591.111265049024,9007.0
Anglet_P,2025-01-31,23 6SG,g.600 - 800,4639.568997261843,6003.0
Tocha Sole,2025-01-31,23 6SG,h.800 - 10000,499.4733091399594,465.0
Anglet_P,2025-01-31,23 6SG,h.800 - 10000,3782.5063661882423,4418.0
Cervo Sole,2025-01-31,24 2SG,g.600 - 800,2644.099308949941,3372.0
Anglet_P,2025-01-31,23 6SG,g.600 - 800,3447.4176078139494,4495.0
Anglet_P,2025-01-31,23 6SG,h.800 - 10000,6.79746342269526,8.0
Anglet_P,2025-01-31,23 6SG,g.600 - 800,380.18432178741926,559.0
Anglet_P,2025-01-31,23 6SG,g.600 - 800,2701.8535244748223,3485.0
Cervo Sole,2025-01-31,24 1SG,h.800 - 10000,1011.4847293988068,1191.0
Couso i+d,2025-01-31,24 1SG,g.600 - 800,1176.7221796392353,1718.0
Anglet_P,2025-01-31,24 1SG,f.500 - 600,3081.327482610764,5309.0
Couso i+d,2025-01-31,24 1SG,g.600 - 800,728.1848564922221,1042.0
Couso i+d,2025-01-31,24 1SG,g.600 - 800,294.5804841927607,452.0
Cervo Sole,2025-01-31,24 1SG,h.800 - 10000,1488.146906850101,1364.0
Cervo Sole,2025-01-31,24 2SG,f.500 - 600,5581.674356707796,9666.0
Anglet_P,2025-01-31,24 1SG,f.500 - 600,1918.340958961375,3282.0
Hafnir_P,2025-01-31,24 1SG,f.500 - 600,3778.296881647373,6739.0
Hafnir_P,2025-01-31,24 1SG,f.500 - 600,3988.416369726907,6908.0
Hafnir_P,2025-01-31,24 1SG,f.500 - 600,2233.179284076286,3998.0
Hafnir_P,2025-01-31,24 1SG,e.400 - 500,3833.439751522423,7774.0
Anglet_P,2025-01-31,24 2SG,e.400 - 500,2623.948791989632,6557.0
Couso i+d,2025-01-31,24 2SG,d.300 - 400,4.706553501728803,13.0
Tocha Sole,2025-01-31,24 4SG,c.200 - 300,499.96017419099167,1904.0
Couso i+d,2025-01-31,24 2SG,e.400 - 500,4.874945398033949,12.0
Hafnir_P,2025-01-31,24 2SG,d.300 - 400,1499.850207387773,4209.0
Hafnir_P,2025-01-31,24 2SG,e.400 - 500,1166.4208661646317,2768.0
Cervo Sole,2025-01-31,24 2SG,g.600 - 800,5410.314469202758,7584.0
Tocha Sole,2025-01-31,24 2SG,f.500 - 600,4081.678815600669,7522.0
Tocha Sole,2025-01-31,24 2SG,f.500 - 600,1766.5442135130452,3509.0
Couso i+d,2025-01-31,24 2SG,f.500 - 600,844.0111076988467,1445.0
Cervo Sole,2025-01-31,24 2SG,g.600 - 800,1603.7198830635598,2305.0
Cervo Sole,2025-01-31,24 2SG,e.400 - 500,1959.53260063362,4073.0
Tocha Sole,2025-01-31,24 2SG,d.300 - 400,1408.652069158029,4343.0
Cervo Sole,2025-01-31,24 2SG,d.300 - 400,1416.7911123071965,4004.0
Tocha Sole,2025-01-31,24 2SG,f.500 - 600,4626.040119114098,9189.0
Cervo Sole,2025-01-31,24 2SG,e.400 - 500,1040.247079026488,2354.0
Couso i+d,2025-01-31,24 2SG,f.500 - 600,249.10953948004757,432.0
Anglet_P,2025-01-31,24 2SG,e.400 - 500,1375.7093491895646,3188.0
Couso i+d,2025-01-31,24 2SG,f.500 - 600,106.38004807804305,182.0
Couso i+d,2025-01-31,24 2SG,h.800 - 10000,299.7020513807618,354.0
Cervo Sole,2025-01-31,24 2SG,f.500 - 600,5417.88229539626,9460.0
Anglet_P,2025-01-31,24 2SG,d.300 - 400,1127.0143898951717,2862.0
Anglet_P,2025-01-31,24 2SG,d.300 - 400,372.7411785148548,1025.0
Hafnir_P,2025-01-31,24 4SG,c.200 - 300,999.86836291027,4946.0
Cervo Sole,2025-01-31,24 2SG,g.600 - 800,5935.277742531478,9130.0
Hafnir_P,2025-01-31,24 4SG,b.100 - 200,999.9181190687854,5922.0
Cervo Sole,2025-01-31,24 3SG,d.300 - 400,83.14119433757035,272.0
Anglet_P,2025-01-31,24 4SG,c.200 - 300,499.9583079332964,2341.0
Tocha Sole,2025-01-31,24 3SG,e.400 - 500,3379.2475188739068,7850.0
