Granja,FechaFin,Gen,Talla,Biomasa,Num
SSF_Iberia,2024-08-31,23 3,f.1000 - 1500,4468.94280078125,2992.0
SSF_Iberia,2024-08-31,23 3,f.1000 - 1500,3115.2234552612304,3061.0
SSF_Iberia,2024-08-31,23 3,f.1000 - 1500,2127.6,1800.0
SSF_Iberia,2024-08-31,23 3,f.1000 - 1500,3671.997451416016,2902.0
SSF_Iberia,2024-08-31,23 3,f.1000 - 1500,2067.4952576904298,1571.0
SSF_Iberia,2024-08-31,23 3,f.1000 - 1500,2391.9552575683592,2358.0
SSF_Iberia,2024-08-31,23 3,f.1000 - 1500,2256.315,1795.0
SSF_Iberia,2024-08-31,23 3,f.1000 - 1500,3744.24751953125,2960.0
SSF_Iberia,2024-08-31,23 3,f.1000 - 1500,3462.53745300293,2941.0
SSF_Iberia,2024-08-31,23 3,f.1000 - 1500,3835.753345703125,2792.0
SSF_Iberia,2024-08-31,23 3,f.1000 - 1500,3734.716,2983.0
SSF_Iberia,2024-08-31,23 3,f.1000 - 1500,2318.4,1800.0
SSF_Iberia,2024-08-31,23 3,f.1000 - 1500,3771.3416875,2824.0
SSF_Iberia,2024-08-31,23 3,f.1000 - 1500,3753.139884887695,2829.0
SSF_Iberia,2024-08-31,23 3,f.1000 - 1500,4340.567368652344,2979.0
SSF_Iberia,2024-08-31,23 3,f.1000 - 1500,2282.4,1800.0
SSF_Iberia,2024-08-31,23 3,f.1000 - 1500,2270.338,1799.0
SSF_Iberia,2024-08-31,23 3,f.1000 - 1500,4395.771802978516,2999.0
SSF_Iberia,2024-08-31,23 3,f.1000 - 1500,3699.386560668945,2965.0
SSF_Iberia,2024-08-31,23 3,f.1000 - 1500,3818.334551635742,2827.0
SSF_Iberia,2024-08-31,23 3,f.1000 - 1500,2783.343086669922,2321.0
SSF_Iberia,2024-08-31,23 3,f.1000 - 1500,4410.6821484375,2990.0
SSF_Iberia,2024-08-31,23 3,f.1000 - 1500,489.102451171875,408.0
SSF_Iberia,2024-08-31,23 3,f.1000 - 1500,1.092820556640625,1.0
SSF_Iberia,2024-08-31,23 3,d.600 - 800,2678.9210830078123,3432.0
SSF_Iberia,2024-08-31,23 4,d.600 - 800,1552.942913818359,1950.0
SSF_Iberia,2024-08-31,23 4,d.600 - 800,477.2164285714286,790.0
SSF_Iberia,2024-08-31,23 2,i.2500 - 3000,2.506666748046875,1.0
SSF_Iberia,2024-08-31,22 4,k.4000,4102.796,982.0
SSF_Iberia,2024-09-30,22 4,j.3000 - 4000,4372.838423009031,1202.0
SSF_Iberia,2024-09-30,22 4,j.3000 - 4000,5672.662399024624,1449.0
SSF_Iberia,2024-09-30,22 4,j.3000 - 4000,6221.027152687635,1565.0
SSF_Iberia,2024-09-30,22 4,j.3000 - 4000,6334.423798267723,1765.0
SSF_Iberia,2024-09-30,22 4,j.3000 - 4000,6983.336575968302,1840.0
SSF_Iberia,2024-09-30,22 4,j.3000 - 4000,4442.118149376449,1309.0
SSF_Iberia,2024-09-30,22 4,j.3000 - 4000,3771.0399661074166,999.0
SSF_Iberia,2024-09-30,22 4,j.3000 - 4000,6224.278241891632,1763.0
SSF_Iberia,2024-09-30,22 4,j.3000 - 4000,4765.525017373625,1237.0
SSF_Iberia,2024-09-30,22 4,j.3000 - 4000,6235.873738948132,1783.0
SSF_Iberia,2024-09-30,22 4,j.3000 - 4000,4694.433378434344,1281.0
SSF_Iberia,2024-09-30,22 4,j.3000 - 4000,4514.967963393783,1287.0
SSF_Iberia,2024-09-30,22 4,j.3000 - 4000,1764.2981981468424,498.0
SSF_Iberia,2024-09-30,23 4,f.1000 - 1500,1694.6811781471056,1354.0
SSF_Iberia,2024-09-30,23 3,h.2000 - 2500,2359.9977992897834,1110.0
SSF_Iberia,2024-09-30,22 4,j.3000 - 4000,3.137010321657696,1.0
